1.6942419,501.0
4.45397,848.0
3.793949,899.0
0.87878406,467.0
2.4348705,564.0
1.1974642,450.0
0.7239512,418.0
0.92224485,549.0
2.1715968,584.0
1.9869308,547.0
1.8499718,635.0
4.013468,1100.0
0.78470325,464.0
1.2299274,484.0
2.2211607,798.0
1.2100488,750.0
1.7262456,700.0
0.3150752,631.0
2.670899,1046.0
2.3129232,933.0
3.0075607,851.0
0.60575193,811.0
1.7047215,767.0
2.1777773,629.0
4.9700384,2565.0
2.0713193,533.0
1.3020735,466.0
1.2151175,599.0
2.284554,808.0
3.8012342,1096.0
1.2823732,483.0
0.6165664,431.0
2.897999,750.0
1.6076342,482.0
1.3248035,516.0
2.0816243,765.0
3.7482574,932.0
0.8505381,483.0
2.3139741,716.0
2.2976658,700.0
2.866395,763.0
1.4139789,601.0
1.5452319,565.0
2.8583248,901.0
4.517296,1249.0
1.3317101,616.0
1.0847377,563.0
2.5315824,835.0
4.2261,915.0
